passID,timestamp,stationRef,vehicleRef,charge,date
JBQ2285143,18/1/2019 00:14,MR07,EZ65FLV39493,2.0,18/1/2019 
MRE3522085,18/1/2019 00:45,AO15,HT62RDI04611,2.8,18/1/2019 
MNK9306945,18/1/2019 01:04,OO04,JF94VYA88954,2.8,18/1/2019 
VUN1135685,18/1/2019 02:36,MR04,EZ65FLV39493,2.8,18/1/2019 
GCT6345492,18/1/2019 03:09,OO05,RK48BOP88344,2.8,18/1/2019 
DNZ7694749,18/1/2019 03:42,KO09,ED51EWW52190,2.8,18/1/2019 
JGN3454826,18/1/2019 03:47,AO04,DV04FQL29609,3.1,18/1/2019 
CTK7450196,18/1/2019 03:48,OO13,EE22TMX10817,2.0,18/1/2019 
PPX7257579,18/1/2019 04:13,MR03,HR53SRO94328,13.0,18/1/2019 
OVA3456173,18/1/2019 04:24,NE10,EM54HQI58682,2.0,18/1/2019 
EXT1705595,18/1/2019 05:04,AO04,EV77EDV52985,2.8,18/1/2019 
TMY1256011,18/1/2019 06:10,NE07,UO75YNW62238,1.25,18/1/2019 
YBD6909614,18/1/2019 08:06,AO19,MX39VOS38645,2.8,18/1/2019 
OYS9884791,18/1/2019 08:17,AO06,SU00RDZ36214,2.8,18/1/2019 
HLJ5732996,18/1/2019 10:27,KO07,ZY93PCY41868,1.5,18/1/2019 
UVJ7451686,18/1/2019 10:44,GF00,MP14WFM40909,2.8,18/1/2019 
THJ4181646,18/1/2019 11:06,AO02,YL27IFD65117,2.0,18/1/2019 
QIC6767933,18/1/2019 11:27,NE10,NZ35XLQ89678,1.5,18/1/2019 
YUU6575353,18/1/2019 12:37,MR02,HE38BQH01623,2.8,18/1/2019 
KMN0375542,18/1/2019 13:35,NE10,PM58XHX45588,1.5,18/1/2019 
SPL3064162,18/1/2019 13:43,EG01,TZ48CCW54765,3.1,18/1/2019 
YBA9853388,18/1/2019 13:48,GF00,MA30QLI76818,2.5,18/1/2019 
YTI8976952,18/1/2019 14:11,GF00,UF84JOS00561,2.8,18/1/2019 
GTI1394406,18/1/2019 15:32,KO08,ZY93PCY41868,1.5,18/1/2019 
KWU1159048,18/1/2019 15:45,GF00,XF28DGK65250,2.0,18/1/2019 
RNW5431161,18/1/2019 16:05,AO14,IO09FGE68100,2.8,18/1/2019 
FCL4190257,18/1/2019 16:08,GF00,MA30QLI76818,2.5,18/1/2019 
VFG7122882,18/1/2019 16:40,NE07,NZ35XLQ89678,1.5,18/1/2019 
OAO8290605,18/1/2019 16:45,AO00,BM25PHF40639,13.0,18/1/2019 
HRB6253877,18/1/2019 17:12,AO07,RR73DWB65452,2.8,18/1/2019 
JRP5717523,18/1/2019 17:57,EG01,DW44ZOO26361,2.5,18/1/2019 
WNJ3982655,18/1/2019 18:56,EG00,MU06LHX94338,1.5,18/1/2019 
ZHN0377159,18/1/2019 20:03,OO03,XV40HUQ04740,1.0,18/1/2019 
AFL9168668,18/1/2019 20:17,MR01,BI87HYL81972,1.0,18/1/2019 
JKN9091341,18/1/2019 21:32,EG07,EC02LZC49528,2.8,18/1/2019 
ZJF6390004,18/1/2019 22:03,AO09,LG64ARC91224,13.0,18/1/2019 
GHY7417980,18/1/2019 22:15,MR06,BI87HYL81972,1.0,18/1/2019 
CLJ8181680,18/1/2019 22:37,KO08,JO50FSF60755,2.2,18/1/2019 
DFF7937121,18/1/2019 22:46,EG01,TV81MAQ99005,2.8,18/1/2019 
QBB7507555,18/1/2019 23:35,EG06,JE65QJK64802,3.1,18/1/2019 
