passID,timestamp,stationRef,vehicleRef,charge,date
DJP9862238,5/1/2021 02:28,OO02,LC72NRN52084,3.1,5/1/2021 
QSU1904034,5/1/2021 02:56,NE04,MQ65WJJ60020,2.5,5/1/2021 
LUX5142349,5/1/2021 03:58,NE03,PM58XHX45588,1.5,5/1/2021 
TUV9256109,5/1/2021 05:20,AO09,SU00RDZ36214,2.8,5/1/2021 
XGN6323911,5/1/2021 06:26,MR07,UO75YNW62238,2.0,5/1/2021 
EPN4469737,5/1/2021 06:41,GF00,LM86GYO69819,2.8,5/1/2021 
NJI0451511,5/1/2021 06:50,NE01,FY47TUN40300,1.0,5/1/2021 
AHM1586929,5/1/2021 09:22,GF00,MA30QLI76818,2.5,5/1/2021 
OZL8818949,5/1/2021 11:11,OO08,EM54HQI58682,3.1,5/1/2021 
JIH5658191,5/1/2021 11:32,KO09,MQ65WJJ60020,1.25,5/1/2021 
QPW7540972,5/1/2021 11:36,KO06,QO77TFN61853,2.2,5/1/2021 
CZM2937010,5/1/2021 14:17,EG04,TV81MAQ99005,2.8,5/1/2021 
BEE6910366,5/1/2021 15:25,AO04,YL27IFD65117,2.0,5/1/2021 
ZZN4731004,5/1/2021 16:32,OO07,QX75YWC61835,2.5,5/1/2021 
YFV2766323,5/1/2021 16:49,NE15,MQ65WJJ60020,3.1,5/1/2021 
KWG7905068,5/1/2021 16:57,MR03,HE38BQH01623,2.8,5/1/2021 
LEU6811645,5/1/2021 17:31,KO02,HW75BKT77773,2.2,5/1/2021 
LQG8317689,5/1/2021 17:50,GF00,IO09FGE68100,2.8,5/1/2021 
YRI6611356,5/1/2021 18:22,AO04,DP11ENT03275,3.1,5/1/2021 
CXQ6088459,5/1/2021 19:27,EG06,EC02LZC49528,2.2,5/1/2021 
TFQ2963712,5/1/2021 19:28,EG10,HW75BKT77773,1.25,5/1/2021 
HUH9382052,5/1/2021 19:31,AO18,JO50FSF60755,2.8,5/1/2021 
CPF0351517,5/1/2021 20:09,GF00,SL09NOT64494,2.5,5/1/2021 
QDR2869648,5/1/2021 20:59,MR02,HR53SRO94328,13.0,5/1/2021 
HNZ4849089,5/1/2021 22:43,NE13,PD45WOT56494,2.0,5/1/2021 
JOP2458273,5/1/2021 23:18,AO19,HT62RDI04611,2.8,5/1/2021 
PMC0235840,5/1/2021 23:51,NE01,PD45WOT56494,2.0,5/1/2021 
PNW5768477,5/1/2021 23:53,MR05,HE38BQH01623,2.8,5/1/2021 
