passID,timestamp,stationRef,vehicleRef,charge,date
XZR7199692,22/6/2019 01:16,AO02,RR73DWB65452,2.8,22/6/2019 
CGY8204919,22/6/2019 01:20,KO06,WY00MLL63827,1.0,22/6/2019 
FRJ8693320,22/6/2019 01:56,EG12,TE24LCO18661,1.25,22/6/2019 
GPS9744365,22/6/2019 02:11,EG06,DW44ZOO26361,2.5,22/6/2019 
RII7891849,22/6/2019 03:36,OO05,AY38OQF67603,2.8,22/6/2019 
IKH4696696,22/6/2019 03:41,MR02,LG64ARC91224,2.5,22/6/2019 
COR7788077,22/6/2019 04:26,GF00,UF84JOS00561,2.8,22/6/2019 
GTL4300743,22/6/2019 04:47,OO07,QR03XCJ37459,2.8,22/6/2019 
DRC1759214,22/6/2019 05:39,MR01,QN23UHH39091,2.8,22/6/2019 
IQM1558243,22/6/2019 05:42,KO01,FL13UMN92207,1.0,22/6/2019 
ODT9930368,22/6/2019 06:04,NE07,NY14GZR94632,2.8,22/6/2019 
QYA2993751,22/6/2019 06:06,MR03,CP56DAO45598,2.0,22/6/2019 
MCK8730094,22/6/2019 06:41,MR00,BI87HYL81972,1.0,22/6/2019 
UIF4559803,22/6/2019 06:51,OO07,XV40HUQ04740,1.0,22/6/2019 
SHY5539423,22/6/2019 07:05,MR08,BI87HYL81972,1.0,22/6/2019 
MUS3061374,22/6/2019 07:53,KO06,TV81MAQ99005,2.5,22/6/2019 
BDE9585032,22/6/2019 08:09,AO11,BM25PHF40639,2.8,22/6/2019 
MVJ9262865,22/6/2019 08:45,MR02,HR53SRO94328,13.0,22/6/2019 
YMC4436415,22/6/2019 09:07,KO05,UO75YNW62238,2.8,22/6/2019 
RDA2447875,22/6/2019 09:26,NE11,FY47TUN40300,1.0,22/6/2019 
LEM2588368,22/6/2019 10:14,AO06,NY14GZR94632,2.8,22/6/2019 
TPS5488155,22/6/2019 10:24,MR03,QO68DIC93032,2.5,22/6/2019 
BQU8649074,22/6/2019 10:33,EG11,CM15YCB60994,2.0,22/6/2019 
IND9973840,22/6/2019 10:42,AO11,PE73VJU23485,2.8,22/6/2019 
MJY0842653,22/6/2019 12:04,EG10,CM15YCB60994,2.0,22/6/2019 
KOI5803966,22/6/2019 12:58,AO07,OY94SZK34436,2.8,22/6/2019 
VLJ8270810,22/6/2019 13:12,NE14,JV67MTI17124,2.5,22/6/2019 
FMF2903853,22/6/2019 13:29,OO01,BZ76ROL87339,3.1,22/6/2019 
XOY1394649,22/6/2019 13:47,AO05,MX39VOS38645,2.8,22/6/2019 
GIA3440652,22/6/2019 14:00,MR01,LG64ARC91224,2.5,22/6/2019 
QQV8153581,22/6/2019 14:04,NE01,EV77EDV52985,1.0,22/6/2019 
SNH8505934,22/6/2019 17:07,GF00,CK97FAU13897,2.5,22/6/2019 
EEN3521552,22/6/2019 20:57,KO03,EV77EDV52985,2.5,22/6/2019 
ROR6972750,22/6/2019 21:25,AO05,RR73DWB65452,2.8,22/6/2019 
KXH0843222,22/6/2019 22:14,KO05,QO77TFN61853,2.2,22/6/2019 
KNS8344250,22/6/2019 22:33,MR03,RR98KQE80731,1.25,22/6/2019 
ERW6290667,22/6/2019 23:20,GF00,UF84JOS00561,2.8,22/6/2019 
