passID,timestamp,stationRef,vehicleRef,charge,date
FEF6834570,19/2/2019 00:11,GF00,LM86GYO69819,2.8,19/2/2019 
GAU8660813,19/2/2019 00:20,EG12,BK77KNV91142,3.1,19/2/2019 
ENJ0930189,19/2/2019 01:41,GF00,QN12NTR81378,2.8,19/2/2019 
XRI5981987,19/2/2019 02:11,NE02,OY94SZK34436,2.5,19/2/2019 
RTS7122497,19/2/2019 02:13,KO09,JO50FSF60755,2.2,19/2/2019 
PEY2171574,19/2/2019 02:39,MR02,KF48RSD79865,2.8,19/2/2019 
DLT4991879,19/2/2019 04:25,GF00,PF04UCA93312,3.1,19/2/2019 
HRD5503920,19/2/2019 04:34,MR05,VX68BAR38623,1.5,19/2/2019 
CIP0003677,19/2/2019 05:41,AO03,DP11ENT03275,3.1,19/2/2019 
MLV2598006,19/2/2019 06:02,KO08,DO24BCW15511,1.25,19/2/2019 
GFG4111468,19/2/2019 07:16,GF00,PF04UCA93312,3.1,19/2/2019 
EQS2929755,19/2/2019 07:27,NE04,HA82SCK64299,2.0,19/2/2019 
LXG1890558,19/2/2019 07:27,GF00,EN26OAB52983,1.25,19/2/2019 
AZP3314053,19/2/2019 08:03,MR01,UP28MBM38391,1.0,19/2/2019 
HBE0291165,19/2/2019 08:22,MR03,HE38BQH01623,2.8,19/2/2019 
GVM3267384,19/2/2019 08:29,NE16,NZ35XLQ89678,1.5,19/2/2019 
LSR0775635,19/2/2019 09:06,GF00,XF28DGK65250,2.0,19/2/2019 
FSO8084704,19/2/2019 09:47,MR02,XV91YMP27722,2.5,19/2/2019 
WLB7955770,19/2/2019 10:21,AO06,PE73VJU23485,2.8,19/2/2019 
WGB8817925,19/2/2019 10:47,NE16,XE59BZM26378,1.5,19/2/2019 
BDG4177678,19/2/2019 13:59,EG08,XE59BZM26378,2.5,19/2/2019 
IWE4420498,19/2/2019 14:04,EG01,EN26OAB52983,2.8,19/2/2019 
DMI2073800,19/2/2019 14:05,MR03,EN26OAB52983,1.25,19/2/2019 
HJG6299297,19/2/2019 14:38,NE14,CK97FAU13897,1.5,19/2/2019 
SRZ4417876,19/2/2019 15:27,AO13,YL27IFD65117,2.0,19/2/2019 
CSV0183314,19/2/2019 16:24,EG01,XE59BZM26378,2.5,19/2/2019 
JLJ5216364,19/2/2019 16:24,MR01,EZ65FLV39493,2.8,19/2/2019 
BGR8899997,19/2/2019 16:59,EG05,MU06LHX94338,1.5,19/2/2019 
VTG7299407,19/2/2019 17:45,OO10,EM54HQI58682,2.8,19/2/2019 
KRO1122548,19/2/2019 18:31,OO13,CM15YCB60994,2.5,19/2/2019 
AAE7016070,19/2/2019 18:47,KO08,IX01MVL33676,2.5,19/2/2019 
MUX2184254,19/2/2019 20:05,AO16,PE73VJU23485,2.8,19/2/2019 
NSR7206712,19/2/2019 21:47,AO02,YX66XYW62640,2.8,19/2/2019 
TTD5838522,19/2/2019 21:49,EG03,EC02LZC49528,2.8,19/2/2019 
FXJ6486538,19/2/2019 22:26,KO08,ZY93PCY41868,1.5,19/2/2019 
TEX2291826,19/2/2019 22:45,MR08,QH15HWX24570,3.1,19/2/2019 
KZH0424403,19/2/2019 23:01,NE04,OY94SZK34436,2.5,19/2/2019 
KRV8378597,19/2/2019 23:04,OO03,AY38OQF67603,2.8,19/2/2019 
ALS6458361,19/2/2019 23:40,MR01,MQ65WJJ60020,2.5,19/2/2019 
