passID,timestamp,stationRef,vehicleRef,charge,date
CLE9912814,28/12/2019 00:19,OO08,JF94VYA88954,2.2,28/12/2019 
UBA3057110,28/12/2019 00:38,NE03,YL27IFD65117,1.25,28/12/2019 
FKD5035961,28/12/2019 01:19,AO00,SL09NOT64494,2.8,28/12/2019 
JLP5698389,28/12/2019 02:31,MR02,EZ65FLV39493,2.8,28/12/2019 
CNY5594834,28/12/2019 03:07,NE01,DP11ENT03275,3.1,28/12/2019 
QGZ2081884,28/12/2019 03:37,NE08,PD45WOT56494,2.0,28/12/2019 
DHJ5410583,28/12/2019 05:27,AO01,OY94SZK34436,2.8,28/12/2019 
SQA5264001,28/12/2019 06:54,GF00,YX66XYW62640,3.1,28/12/2019 
ZDT3216865,28/12/2019 07:02,EG05,IN99SEN20660,2.8,28/12/2019 
JBG7352672,28/12/2019 07:31,OO09,EE22TMX10817,2.0,28/12/2019 
EDK6180834,28/12/2019 08:10,AO11,PE73VJU23485,2.8,28/12/2019 
RYL5985322,28/12/2019 08:50,NE16,EV77EDV52985,1.0,28/12/2019 
VWY9649576,28/12/2019 09:11,MR00,MA30QLI76818,1.25,28/12/2019 
BWU6621606,28/12/2019 10:19,MR05,KF48RSD79865,2.8,28/12/2019 
HXR5044282,28/12/2019 10:39,EG05,MU06LHX94338,1.5,28/12/2019 
QJQ6829761,28/12/2019 11:06,GF00,JE65QJK64802,2.8,28/12/2019 
IQH7777829,28/12/2019 11:56,GF00,SL09NOT64494,2.5,28/12/2019 
EZH5925855,28/12/2019 12:58,MR07,EZ65FLV39493,2.8,28/12/2019 
JJR2089537,28/12/2019 13:45,NE03,PM58XHX45588,1.5,28/12/2019 
VDQ6690202,28/12/2019 15:25,NE15,NO82BAX82566,3.1,28/12/2019 
NPC6123285,28/12/2019 16:12,NE03,EV77EDV52985,1.0,28/12/2019 
BLU6108202,28/12/2019 17:25,EG09,QU94IGC75528,1.25,28/12/2019 
EVD9759681,28/12/2019 17:35,AO14,YL27IFD65117,2.0,28/12/2019 
VTJ7673539,28/12/2019 17:47,NE04,VX68BAR38623,1.5,28/12/2019 
RVK9627992,28/12/2019 17:49,MR08,MX39VOS38645,1.5,28/12/2019 
MPT0665397,28/12/2019 18:30,NE10,EV77EDV52985,1.0,28/12/2019 
MOM7792409,28/12/2019 20:20,NE09,PD45WOT56494,2.0,28/12/2019 
YGC5874570,28/12/2019 21:26,KO02,IN99SEN20660,1.0,28/12/2019 
BKH2494782,28/12/2019 21:36,EG02,IW53OQE31439,2.8,28/12/2019 
XJI8380925,28/12/2019 21:44,NE14,FY47TUN40300,1.0,28/12/2019 
