passID,timestamp,stationRef,vehicleRef,charge,date
PFA0162507,13/6/2019 00:37,AO07,HT62RDI04611,2.8,13/6/2019 
CXA4050293,13/6/2019 02:31,MR02,QO68DIC93032,2.5,13/6/2019 
LFN1867300,13/6/2019 03:02,NE06,VX68BAR38623,1.5,13/6/2019 
VPE4891193,13/6/2019 03:36,NE06,EG95RTB75032,2.8,13/6/2019 
LGF1854506,13/6/2019 04:18,OO06,QR03XCJ37459,2.8,13/6/2019 
JCY3001540,13/6/2019 05:06,EG07,IW53OQE31439,1.5,13/6/2019 
GQF5293205,13/6/2019 05:24,GF00,YX66XYW62640,3.1,13/6/2019 
HXD4904912,13/6/2019 06:23,OO03,BK77KNV91142,2.8,13/6/2019 
DSV7134731,13/6/2019 06:29,KO06,KB55KTM48860,2.5,13/6/2019 
VBI7424614,13/6/2019 06:39,AO02,DV04FQL29609,3.1,13/6/2019 
NQQ7946158,13/6/2019 08:03,GF00,KW50MJG67260,2.2,13/6/2019 
VEG1464960,13/6/2019 09:25,OO00,QX75YWC61835,2.5,13/6/2019 
MXU0986403,13/6/2019 09:52,KO07,RV87TIY76692,2.5,13/6/2019 
IFZ0335609,13/6/2019 10:25,MR00,XV91YMP27722,2.5,13/6/2019 
GWZ5470446,13/6/2019 12:16,NE10,EG95RTB75032,2.8,13/6/2019 
MCD0616434,13/6/2019 13:03,OO00,QO68DIC93032,2.0,13/6/2019 
QEH0994367,13/6/2019 13:25,NE15,FY47TUN40300,1.0,13/6/2019 
WYR0542964,13/6/2019 14:21,EG06,CM15YCB60994,2.0,13/6/2019 
FUZ4367300,13/6/2019 15:08,AO09,IZ65WAT29135,2.8,13/6/2019 
FTM1472176,13/6/2019 16:00,OO08,IA29IQS63679,2.0,13/6/2019 
RDO9953505,13/6/2019 16:43,KO06,ED51EWW52190,2.8,13/6/2019 
OXS9114482,13/6/2019 17:51,KO03,DP11ENT03275,1.0,13/6/2019 
OML5593269,13/6/2019 18:49,GF00,CK97FAU13897,2.5,13/6/2019 
WKM6909092,13/6/2019 19:05,NE08,FY47TUN40300,1.0,13/6/2019 
KXL6047782,13/6/2019 19:11,OO00,MP14WFM40909,1.25,13/6/2019 
MXK9068711,13/6/2019 19:16,EG06,MU06LHX94338,1.5,13/6/2019 
NWY5604501,13/6/2019 22:08,GF00,EN26OAB52983,1.25,13/6/2019 
