passID,timestamp,stationRef,vehicleRef,charge,date
SEC5497194,7/7/2021 04:29,EG03,OC94ASJ72024,1.5,7/7/2021 
MPQ8476082,7/7/2021 04:31,NE12,EZ65FLV39493,2.2,7/7/2021 
ULK0935339,7/7/2021 05:22,MR00,HE38BQH01623,2.8,7/7/2021 
XXB6259677,7/7/2021 06:11,MR00,QH15HWX24570,3.1,7/7/2021 
GEU7788913,7/7/2021 07:30,MR03,BI87HYL81972,1.0,7/7/2021 
HAW4888515,7/7/2021 07:37,EG07,TE24LCO18661,1.25,7/7/2021 
JEB0607223,7/7/2021 07:43,EG03,XE59BZM26378,2.5,7/7/2021 
RQB8381831,7/7/2021 08:26,OO03,XV40HUQ04740,1.0,7/7/2021 
QSG7925426,7/7/2021 08:45,AO02,PE73VJU23485,2.8,7/7/2021 
KUI0336048,7/7/2021 09:01,AO17,CP56DAO45598,2.8,7/7/2021 
VHG0680649,7/7/2021 09:24,OO05,LC72NRN52084,3.1,7/7/2021 
HFC0522211,7/7/2021 09:50,AO03,DP11ENT03275,2.8,7/7/2021 
SUU7123609,7/7/2021 10:21,NE03,FL13UMN92207,1.5,7/7/2021 
HJC5636134,7/7/2021 10:36,NE03,NO82BAX82566,3.1,7/7/2021 
DGM4400015,7/7/2021 10:52,KO00,ZY93PCY41868,1.5,7/7/2021 
CDS9463434,7/7/2021 11:21,AO01,PE73VJU23485,2.8,7/7/2021 
VMO4451133,7/7/2021 12:20,EG05,VL67TFO75321,13.0,7/7/2021 
PIQ0114037,7/7/2021 13:23,OO01,AY38OQF67603,2.8,7/7/2021 
NCU8557893,7/7/2021 13:28,AO04,RR73DWB65452,2.8,7/7/2021 
ERW2239172,7/7/2021 13:32,EG02,CR31GMR97972,1.5,7/7/2021 
YSR8833900,7/7/2021 14:15,GF00,UF84JOS00561,2.8,7/7/2021 
GTL6360645,7/7/2021 14:22,AO12,HT62RDI04611,2.8,7/7/2021 
CQG4358461,7/7/2021 15:12,GF00,WU78BMX13511,1.0,7/7/2021 
UWR9005153,7/7/2021 15:50,AO06,PE73VJU23485,2.8,7/7/2021 
GCB5281815,7/7/2021 15:50,MR05,QH15HWX24570,3.1,7/7/2021 
TRH0333271,7/7/2021 15:53,OO02,IC95TLY24827,2.0,7/7/2021 
XAG8030934,7/7/2021 16:34,GF00,QN12NTR81378,2.8,7/7/2021 
LPR4716972,7/7/2021 16:46,OO12,WG11QVY31890,1.0,7/7/2021 
EJD4024289,7/7/2021 17:03,OO06,JF94VYA88954,2.8,7/7/2021 
PIF6382426,7/7/2021 17:45,KO08,MQ65WJJ60020,1.25,7/7/2021 
VHL2233880,7/7/2021 17:59,EG02,IN99SEN20660,2.8,7/7/2021 
PHJ6410296,7/7/2021 18:45,KO01,VX68BAR38623,1.0,7/7/2021 
HRB1802027,7/7/2021 18:57,AO04,CK97FAU13897,2.8,7/7/2021 
GVP4248313,7/7/2021 19:03,KO07,DO24BCW15511,1.25,7/7/2021 
RWA1480821,7/7/2021 21:09,OO03,RK48BOP88344,2.8,7/7/2021 
DFS3891597,7/7/2021 21:56,NE11,NZ35XLQ89678,1.5,7/7/2021 
LPT3023039,7/7/2021 22:02,GF00,KW50MJG67260,2.2,7/7/2021 
WBD7161288,7/7/2021 23:27,OO02,MQ65WJJ60020,2.5,7/7/2021 
TFE2204436,7/7/2021 23:49,KO08,MQ65WJJ60020,1.25,7/7/2021 
HDY2767877,7/7/2021 23:50,EG08,TV81MAQ99005,2.8,7/7/2021 
