passID,timestamp,stationRef,vehicleRef,charge,date
TQY5294418,21/7/2020 00:10,GF00,QN12NTR81378,2.8,21/7/2020 
HRW5746690,21/7/2020 00:10,EG08,HT62RDI04611,1.5,21/7/2020 
RGC0801606,21/7/2020 00:16,MR08,KW50MJG67260,1.5,21/7/2020 
HXA8304698,21/7/2020 01:06,AO05,SU00RDZ36214,2.8,21/7/2020 
WEH3424268,21/7/2020 01:22,GF00,BY85QGR11636,2.5,21/7/2020 
GEV0382853,21/7/2020 02:17,MR06,EZ65FLV39493,2.8,21/7/2020 
GQK7542090,21/7/2020 02:46,OO06,AY38OQF67603,2.8,21/7/2020 
XFM0773849,21/7/2020 04:18,MR07,KF48RSD79865,2.8,21/7/2020 
UEK1573405,21/7/2020 04:30,EG02,MU06LHX94338,1.5,21/7/2020 
IMK3235026,21/7/2020 04:57,AO06,RK48BOP88344,2.8,21/7/2020 
GKI0581506,21/7/2020 04:59,OO05,QR03XCJ37459,2.8,21/7/2020 
QIN8931624,21/7/2020 05:21,NE16,PM58XHX45588,1.5,21/7/2020 
PLS5007461,21/7/2020 07:07,MR01,QO68DIC93032,2.5,21/7/2020 
MXF0201323,21/7/2020 07:32,OO12,RK48BOP88344,2.8,21/7/2020 
YSC1021608,21/7/2020 07:35,KO06,RV87TIY76692,2.5,21/7/2020 
WZY1804689,21/7/2020 07:47,OO13,RK48BOP88344,2.8,21/7/2020 
TMY8823846,21/7/2020 09:25,KO04,UO75YNW62238,2.8,21/7/2020 
NKS9131121,21/7/2020 09:28,OO03,IC95TLY24827,2.0,21/7/2020 
LLB2686951,21/7/2020 10:33,GF00,MA30QLI76818,2.5,21/7/2020 
BKN4220644,21/7/2020 13:15,KO04,RV87TIY76692,2.5,21/7/2020 
ZWB6553791,21/7/2020 13:59,NE02,QP02SYE47964,2.8,21/7/2020 
UWS1928483,21/7/2020 14:44,NE10,JV67MTI17124,2.5,21/7/2020 
OVO8106722,21/7/2020 15:24,OO00,IC95TLY24827,2.0,21/7/2020 
PAC9181326,21/7/2020 15:45,EG01,MU06LHX94338,1.5,21/7/2020 
FQQ5246580,21/7/2020 16:08,GF00,LM86GYO69819,2.8,21/7/2020 
APV5487333,21/7/2020 17:21,AO08,MX39VOS38645,2.8,21/7/2020 
GPP4419226,21/7/2020 17:47,KO02,KB55KTM48860,2.5,21/7/2020 
IZS9746467,21/7/2020 18:19,OO09,IZ65WAT29135,2.8,21/7/2020 
WAX2060047,21/7/2020 18:26,AO00,DV04FQL29609,3.1,21/7/2020 
IML9841565,21/7/2020 19:23,AO08,RR73DWB65452,2.8,21/7/2020 
JSP3441953,21/7/2020 19:26,KO09,IX01MVL33676,2.5,21/7/2020 
GMD1006983,21/7/2020 20:00,MR02,BI87HYL81972,1.0,21/7/2020 
XDA0111456,21/7/2020 20:43,AO03,BM25PHF40639,13.0,21/7/2020 
RAF8344977,21/7/2020 21:19,NE00,FY47TUN40300,1.0,21/7/2020 
GWA0354491,21/7/2020 21:20,MR07,RR98KQE80731,1.25,21/7/2020 
FRQ4584424,21/7/2020 21:51,GF00,EN26OAB52983,1.25,21/7/2020 
BEN2643016,21/7/2020 23:05,AO10,DP11ENT03275,3.1,21/7/2020 
NTQ9302829,21/7/2020 23:19,OO11,EE22TMX10817,2.0,21/7/2020 
NZH2022853,21/7/2020 23:31,NE04,QP02SYE47964,2.8,21/7/2020 
