passID,timestamp,stationRef,vehicleRef,charge,date
CAH3684715,7/8/2021 00:06,AO14,PE73VJU23485,2.8,7/8/2021 
GTQ6365417,7/8/2021 00:10,KO08,QO77TFN61853,2.2,7/8/2021 
DJD1194151,7/8/2021 00:11,NE04,JV67MTI17124,2.5,7/8/2021 
MPA3279515,7/8/2021 00:13,KO06,ZY93PCY41868,1.5,7/8/2021 
OOK3429865,7/8/2021 00:35,AO02,BZ76ROL87339,1.0,7/8/2021 
GVY2121085,7/8/2021 00:54,AO01,MX39VOS38645,2.8,7/8/2021 
PRM4076737,7/8/2021 01:55,EG06,MP14WFM40909,2.5,7/8/2021 
YFW6862740,7/8/2021 02:47,MR07,HA82SCK64299,1.5,7/8/2021 
OGG6920467,7/8/2021 03:54,AO01,BM25PHF40639,13.0,7/8/2021 
QKL0465351,7/8/2021 03:57,OO09,LC72NRN52084,3.1,7/8/2021 
AQV6905046,7/8/2021 05:07,OO06,BK77KNV91142,2.8,7/8/2021 
GPV3945927,7/8/2021 05:25,OO05,DV04FQL29609,1.0,7/8/2021 
HVB9341699,7/8/2021 05:48,AO12,BM25PHF40639,13.0,7/8/2021 
ABN1023798,7/8/2021 06:22,OO09,EE22TMX10817,2.0,7/8/2021 
OBU9745861,7/8/2021 06:24,AO02,FL13UMN92207,2.8,7/8/2021 
YWV4522991,7/8/2021 06:31,OO09,HR53SRO94328,1.25,7/8/2021 
AOU5675825,7/8/2021 07:39,AO17,DP11ENT03275,3.1,7/8/2021 
FPQ6209657,7/8/2021 08:37,NE12,PM58XHX45588,1.5,7/8/2021 
WYI0744909,7/8/2021 08:47,NE05,NZ35XLQ89678,2.8,7/8/2021 
TAZ5948831,7/8/2021 09:24,OO11,QR03XCJ37459,2.8,7/8/2021 
TIL3168430,7/8/2021 10:14,NE09,JO50FSF60755,3.1,7/8/2021 
OSP6497604,7/8/2021 12:34,GF00,CK97FAU13897,2.5,7/8/2021 
KQN9826457,7/8/2021 12:50,OO08,JF94VYA88954,2.8,7/8/2021 
OSH6955745,7/8/2021 13:33,AO07,YL27IFD65117,2.0,7/8/2021 
VEQ5428012,7/8/2021 15:44,NE04,IA29IQS63679,1.0,7/8/2021 
GLQ6245327,7/8/2021 15:44,GF00,QN12NTR81378,2.8,7/8/2021 
BGW2067568,7/8/2021 15:51,EG10,EC02LZC49528,2.8,7/8/2021 
OVJ8726983,7/8/2021 17:13,MR02,EZ65FLV39493,2.8,7/8/2021 
KRM9893062,7/8/2021 17:43,AO15,QN12NTR81378,2.8,7/8/2021 
RVN2950814,7/8/2021 17:43,AO19,BZ76ROL87339,1.0,7/8/2021 
NZT5540564,7/8/2021 17:54,EG09,MU06LHX94338,1.5,7/8/2021 
KGS9182183,7/8/2021 18:23,NE16,JO50FSF60755,3.1,7/8/2021 
TCJ2607206,7/8/2021 18:56,EG06,QU94IGC75528,1.25,7/8/2021 
WZG6279240,7/8/2021 21:13,AO00,DV04FQL29609,3.1,7/8/2021 
PQL0159189,7/8/2021 23:07,MR08,HE38BQH01623,2.8,7/8/2021 
DVV3557490,7/8/2021 23:24,GF00,MP14WFM40909,2.8,7/8/2021 
WUM9913965,7/8/2021 23:27,NE00,FY47TUN40300,1.0,7/8/2021 
