passID,timestamp,stationRef,vehicleRef,charge,date
NAM1304894,20/3/2020 00:42,OO06,RK48BOP88344,2.8,20/3/2020 
IVZ6097448,20/3/2020 02:41,AO10,TV81MAQ99005,2.8,20/3/2020 
OOR3724608,20/3/2020 03:18,EG02,MQ65WJJ60020,2.8,20/3/2020 
EAZ0476116,20/3/2020 05:25,NE15,NO82BAX82566,3.1,20/3/2020 
MPO8515175,20/3/2020 07:21,MR02,QO68DIC93032,2.5,20/3/2020 
GCW6537140,20/3/2020 09:20,GF00,CK97FAU13897,2.5,20/3/2020 
WZA5231393,20/3/2020 09:31,KO09,HW75BKT77773,2.2,20/3/2020 
ZAT8982668,20/3/2020 10:38,NE10,VX68BAR38623,1.5,20/3/2020 
ZLU9739590,20/3/2020 10:58,AO16,BM25PHF40639,13.0,20/3/2020 
IFI3916302,20/3/2020 11:09,AO08,BZ76ROL87339,1.0,20/3/2020 
LOU1932952,20/3/2020 11:51,AO01,MX39VOS38645,2.8,20/3/2020 
BIK0638661,20/3/2020 12:06,OO00,CR31GMR97972,2.5,20/3/2020 
CIN2151829,20/3/2020 12:17,EG08,XE59BZM26378,2.5,20/3/2020 
WNK6807639,20/3/2020 13:06,EG03,XE59BZM26378,2.5,20/3/2020 
ETJ5980178,20/3/2020 13:23,AO19,LM86GYO69819,2.8,20/3/2020 
AQS2202818,20/3/2020 13:34,NE02,IA29IQS63679,1.0,20/3/2020 
TQX7358264,20/3/2020 15:13,KO05,QO77TFN61853,2.2,20/3/2020 
CFV1017087,20/3/2020 15:16,AO19,MX39VOS38645,2.8,20/3/2020 
RFV9766884,20/3/2020 16:13,NE02,IA29IQS63679,1.0,20/3/2020 
YPP8724486,20/3/2020 16:21,NE00,VX68BAR38623,1.5,20/3/2020 
WTW0829740,20/3/2020 16:24,MR01,KF48RSD79865,2.0,20/3/2020 
MNK9581204,20/3/2020 16:27,MR03,BI87HYL81972,1.0,20/3/2020 
ABX1604999,20/3/2020 17:32,KO07,WY00MLL63827,1.0,20/3/2020 
ITA8268756,20/3/2020 17:40,KO09,FL13UMN92207,1.0,20/3/2020 
KPC0006486,20/3/2020 18:13,AO07,HT62RDI04611,2.8,20/3/2020 
UTV0822655,20/3/2020 18:21,OO05,VJ92OYV94295,2.5,20/3/2020 
WWW9567944,20/3/2020 18:35,NE13,NY14GZR94632,2.8,20/3/2020 
BLA8885373,20/3/2020 18:36,MR03,BI87HYL81972,1.0,20/3/2020 
QKR7378250,20/3/2020 18:49,OO09,RK48BOP88344,2.2,20/3/2020 
XOY0191924,20/3/2020 19:17,OO00,RK48BOP88344,2.8,20/3/2020 
ZLJ1542634,20/3/2020 19:23,GF00,PF04UCA93312,3.1,20/3/2020 
WSN7310439,20/3/2020 19:39,EG07,AT19HLV57173,1.5,20/3/2020 
VSR8218652,20/3/2020 20:36,OO01,TE24LCO18661,3.1,20/3/2020 
ZXI6095627,20/3/2020 20:58,EG03,OY94SZK34436,3.1,20/3/2020 
EUF8014968,20/3/2020 21:23,AO10,XF28DGK65250,2.8,20/3/2020 
ECQ3591524,20/3/2020 21:37,KO00,ZY93PCY41868,1.5,20/3/2020 
CLJ2137833,20/3/2020 21:53,KO01,IX01MVL33676,2.5,20/3/2020 
WIN1620719,20/3/2020 21:57,AO12,TE24LCO18661,2.8,20/3/2020 
XAC5182019,20/3/2020 22:18,OO11,AT19HLV57173,2.8,20/3/2020 
XHU2652603,20/3/2020 22:25,OO13,VJ92OYV94295,2.5,20/3/2020 
BTG0059610,20/3/2020 22:49,EG00,TZ48CCW54765,3.1,20/3/2020 
LSU2187534,20/3/2020 23:37,AO10,SU00RDZ36214,2.8,20/3/2020 
