passID,timestamp,stationRef,vehicleRef,charge,date
IAE2547341,21/4/2021 00:11,AO08,LG64ARC91224,13.0,21/4/2021 
NHO9355415,21/4/2021 00:30,GF00,CP56DAO45598,2.8,21/4/2021 
AFD9014057,21/4/2021 01:16,KO06,RV87TIY76692,2.5,21/4/2021 
JTG5807054,21/4/2021 02:06,NE03,JV67MTI17124,2.5,21/4/2021 
JXD0332258,21/4/2021 03:15,AO15,DW44ZOO26361,2.8,21/4/2021 
NMK6863970,21/4/2021 03:23,GF00,XF28DGK65250,2.0,21/4/2021 
FIV1316806,21/4/2021 04:08,MR00,BI87HYL81972,1.0,21/4/2021 
YML9560850,21/4/2021 04:38,KO04,KB55KTM48860,2.5,21/4/2021 
JZU2734749,21/4/2021 04:54,EG11,JD78PQD35395,1.0,21/4/2021 
YCJ8938501,21/4/2021 05:06,GF00,JE65QJK64802,2.8,21/4/2021 
VUQ4597699,21/4/2021 05:13,MR00,IZ65WAT29135,2.0,21/4/2021 
TYX7041302,21/4/2021 06:59,MR01,HA82SCK64299,1.5,21/4/2021 
THB6009337,21/4/2021 07:07,AO07,HT62RDI04611,2.8,21/4/2021 
AQO8596342,21/4/2021 07:16,EG02,CM15YCB60994,2.0,21/4/2021 
AFF2198973,21/4/2021 07:38,EG11,MU06LHX94338,1.5,21/4/2021 
VEB5413235,21/4/2021 07:59,AO06,IO09FGE68100,2.8,21/4/2021 
WWO9260309,21/4/2021 08:50,KO09,UO75YNW62238,2.8,21/4/2021 
QQI8388532,21/4/2021 08:58,OO12,IC95TLY24827,2.0,21/4/2021 
NMB1356839,21/4/2021 10:17,AO07,EZ65FLV39493,2.8,21/4/2021 
WGA4638820,21/4/2021 10:25,EG04,CM15YCB60994,2.0,21/4/2021 
FOU2398695,21/4/2021 11:08,AO16,DV04FQL29609,3.1,21/4/2021 
FOC5448649,21/4/2021 11:58,AO16,YL27IFD65117,2.0,21/4/2021 
OZY2544484,21/4/2021 12:15,OO02,IC95TLY24827,2.0,21/4/2021 
UKK9814419,21/4/2021 13:33,AO15,EG95RTB75032,2.8,21/4/2021 
GKH7479617,21/4/2021 14:25,EG11,JD78PQD35395,1.0,21/4/2021 
WFH5047795,21/4/2021 14:40,NE01,QP02SYE47964,2.8,21/4/2021 
WKV0456314,21/4/2021 16:40,AO06,VJ92OYV94295,2.8,21/4/2021 
XAA8914994,21/4/2021 17:04,OO04,XV40HUQ04740,1.0,21/4/2021 
OAN9439041,21/4/2021 17:25,EG04,TE24LCO18661,1.25,21/4/2021 
IJL0474544,21/4/2021 17:56,AO01,YL27IFD65117,2.0,21/4/2021 
NWW3951434,21/4/2021 18:11,KO02,QO77TFN61853,2.2,21/4/2021 
XJR0400879,21/4/2021 19:02,MR01,QO68DIC93032,2.5,21/4/2021 
NEP3797775,21/4/2021 20:05,OO07,RK48BOP88344,2.8,21/4/2021 
XQF4372535,21/4/2021 20:33,NE01,LC72NRN52084,2.0,21/4/2021 
ASK6481091,21/4/2021 23:03,NE02,EG95RTB75032,2.8,21/4/2021 
