passID,timestamp,stationRef,vehicleRef,charge,date
XJX1491003,5/8/2019 00:02,EG01,XE59BZM26378,2.5,5/8/2019 
SMZ6456600,5/8/2019 00:38,GF00,CP56DAO45598,2.8,5/8/2019 
JTT3514930,5/8/2019 01:30,MR03,EZ65FLV39493,2.8,5/8/2019 
TZO6077453,5/8/2019 01:36,OO05,EM54HQI58682,2.8,5/8/2019 
BMW1269355,5/8/2019 01:53,OO03,EM54HQI58682,2.8,5/8/2019 
LNG1256691,5/8/2019 02:11,GF00,BY85QGR11636,2.5,5/8/2019 
AIG0127863,5/8/2019 02:32,GF00,PF04UCA93312,3.1,5/8/2019 
PZT5234048,5/8/2019 02:33,EG12,WG11QVY31890,3.1,5/8/2019 
MMJ2204277,5/8/2019 03:38,AO10,YL27IFD65117,2.0,5/8/2019 
RPQ8309306,5/8/2019 04:13,AO17,BZ76ROL87339,1.0,5/8/2019 
HYU5892860,5/8/2019 05:57,EG07,TV81MAQ99005,2.8,5/8/2019 
BJF3528854,5/8/2019 06:48,GF00,UF84JOS00561,2.8,5/8/2019 
SXL2818118,5/8/2019 09:28,EG03,TE24LCO18661,1.25,5/8/2019 
KMO3309239,5/8/2019 10:10,KO08,QO77TFN61853,2.2,5/8/2019 
LMH8857684,5/8/2019 10:19,MR05,XV91YMP27722,2.5,5/8/2019 
IOD2833024,5/8/2019 11:00,GF00,CK97FAU13897,2.5,5/8/2019 
XOW9150582,5/8/2019 13:22,OO11,EM54HQI58682,2.8,5/8/2019 
RNL7673645,5/8/2019 14:37,AO09,BK77KNV91142,2.8,5/8/2019 
HTA3800053,5/8/2019 14:51,NE05,RV87TIY76692,1.25,5/8/2019 
AYP1300237,5/8/2019 15:26,GF00,WU78BMX13511,1.0,5/8/2019 
VPI3033183,5/8/2019 16:35,MR02,HE38BQH01623,2.8,5/8/2019 
JFB5098856,5/8/2019 16:52,KO03,ED51EWW52190,2.8,5/8/2019 
MEU9028674,5/8/2019 17:28,MR00,HA82SCK64299,1.5,5/8/2019 
UAT8799653,5/8/2019 18:49,KO04,ZY93PCY41868,1.5,5/8/2019 
PTR6395021,5/8/2019 19:49,OO02,XV40HUQ04740,1.0,5/8/2019 
GSA0120389,5/8/2019 21:05,MR05,VX68BAR38623,2.2,5/8/2019 
RRX9913636,5/8/2019 21:09,KO07,WY00MLL63827,1.0,5/8/2019 
XGK3264947,5/8/2019 21:11,KO06,HW75BKT77773,2.2,5/8/2019 
DFV3880094,5/8/2019 21:15,NE05,PM58XHX45588,1.5,5/8/2019 
RPO9896018,5/8/2019 21:40,NE02,PD45WOT56494,2.0,5/8/2019 
VOW3834496,5/8/2019 22:17,MR03,RR98KQE80731,1.25,5/8/2019 
VXU4867041,5/8/2019 22:34,MR01,HR53SRO94328,13.0,5/8/2019 
