passID,timestamp,stationRef,vehicleRef,charge,date
XFT3615978,25/2/2020 00:14,EG05,IW53OQE31439,2.8,25/2/2020 
XOG5709395,25/2/2020 00:48,OO10,QR03XCJ37459,2.8,25/2/2020 
RUC3785657,25/2/2020 01:08,EG12,CR31GMR97972,1.5,25/2/2020 
VNW1113253,25/2/2020 02:25,EG07,TV81MAQ99005,2.8,25/2/2020 
DMG4713693,25/2/2020 02:49,AO18,MX39VOS38645,2.8,25/2/2020 
ZCH6651028,25/2/2020 04:00,MR03,QH15HWX24570,3.1,25/2/2020 
ANE8786891,25/2/2020 04:09,GF00,MA30QLI76818,2.5,25/2/2020 
WNX4332795,25/2/2020 04:53,AO11,MX39VOS38645,2.8,25/2/2020 
QPK6010765,25/2/2020 05:05,AO16,OC94ASJ72024,1.0,25/2/2020 
DPY4911408,25/2/2020 05:46,EG09,IN99SEN20660,2.8,25/2/2020 
NGM3073070,25/2/2020 06:25,MR00,BI87HYL81972,1.0,25/2/2020 
UZE4562708,25/2/2020 06:49,OO08,JF94VYA88954,1.25,25/2/2020 
UGX4747247,25/2/2020 07:12,OO13,IC95TLY24827,2.0,25/2/2020 
KNQ6775821,25/2/2020 09:14,GF00,PF04UCA93312,3.1,25/2/2020 
KNY5333084,25/2/2020 09:43,AO18,RK48BOP88344,2.8,25/2/2020 
TAG9036713,25/2/2020 10:21,KO09,HW75BKT77773,2.2,25/2/2020 
LKS4588856,25/2/2020 11:23,KO05,ED51EWW52190,2.8,25/2/2020 
PHL7042081,25/2/2020 13:19,GF00,WU78BMX13511,1.0,25/2/2020 
RPZ9015037,25/2/2020 15:15,AO10,YL27IFD65117,2.0,25/2/2020 
XVT6065519,25/2/2020 17:01,MR05,BI87HYL81972,1.0,25/2/2020 
NMD0291913,25/2/2020 17:20,GF00,BY85QGR11636,2.5,25/2/2020 
RWW6012836,25/2/2020 18:26,AO17,HT62RDI04611,2.8,25/2/2020 
IQL3100656,25/2/2020 21:10,MR00,HE38BQH01623,2.8,25/2/2020 
PPW6744269,25/2/2020 22:02,AO00,LG64ARC91224,13.0,25/2/2020 
SQE2840792,25/2/2020 22:07,EG06,EC02LZC49528,2.8,25/2/2020 
FLJ6678691,25/2/2020 22:31,MR01,IZ65WAT29135,2.0,25/2/2020 
OZM5359436,25/2/2020 23:18,AO02,LG64ARC91224,13.0,25/2/2020 
AKM3368827,25/2/2020 23:24,MR05,QH15HWX24570,3.1,25/2/2020 
