passID,timestamp,stationRef,vehicleRef,charge,date
PBN2091828,26/6/2019 00:33,MR05,UA13YTK28483,2.8,26/6/2019 
FGS2970719,26/6/2019 00:42,KO09,ED51EWW52190,2.8,26/6/2019 
SAT9987823,26/6/2019 01:50,GF00,JE65QJK64802,2.8,26/6/2019 
NKL8125758,26/6/2019 02:08,GF00,BY85QGR11636,2.5,26/6/2019 
WMG6783005,26/6/2019 02:09,MR03,HR53SRO94328,13.0,26/6/2019 
MQT1933010,26/6/2019 02:11,NE08,VX68BAR38623,1.5,26/6/2019 
ZMD1909221,26/6/2019 02:54,OO11,WG11QVY31890,1.0,26/6/2019 
RBA3218333,26/6/2019 03:14,MR08,BI87HYL81972,1.0,26/6/2019 
DWL3595982,26/6/2019 03:36,GF00,BY85QGR11636,2.5,26/6/2019 
TGU1766162,26/6/2019 03:59,NE16,UP28MBM38391,1.0,26/6/2019 
WXQ7608873,26/6/2019 04:02,KO03,MQ65WJJ60020,1.25,26/6/2019 
ICO8272816,26/6/2019 04:18,KO08,YH66OKD41942,2.8,26/6/2019 
KTS9060915,26/6/2019 04:52,MR07,HA82SCK64299,1.5,26/6/2019 
JPD9932274,26/6/2019 05:10,EG03,XE59BZM26378,2.5,26/6/2019 
APD2557567,26/6/2019 06:57,AO01,BM25PHF40639,13.0,26/6/2019 
FOM9083718,26/6/2019 09:19,EG05,JD78PQD35395,1.0,26/6/2019 
FBW8812864,26/6/2019 10:02,EG05,CR31GMR97972,1.5,26/6/2019 
YNE2336297,26/6/2019 10:44,AO06,LG64ARC91224,13.0,26/6/2019 
BEN1672495,26/6/2019 10:50,GF00,YX66XYW62640,3.1,26/6/2019 
WNG0706583,26/6/2019 11:25,EG10,XE59BZM26378,2.5,26/6/2019 
DEN1444416,26/6/2019 11:40,OO06,IC95TLY24827,2.0,26/6/2019 
WZE5865991,26/6/2019 12:25,NE07,QP02SYE47964,2.8,26/6/2019 
JHJ6821900,26/6/2019 13:31,AO10,LG64ARC91224,13.0,26/6/2019 
ACT5822102,26/6/2019 14:24,AO07,PE73VJU23485,2.8,26/6/2019 
BPG4688474,26/6/2019 14:28,EG05,VL67TFO75321,13.0,26/6/2019 
IMQ5803936,26/6/2019 14:40,NE08,OY94SZK34436,2.5,26/6/2019 
SVY2268593,26/6/2019 15:15,AO19,MX39VOS38645,2.8,26/6/2019 
IGZ3414406,26/6/2019 15:34,MR06,QP02SYE47964,1.25,26/6/2019 
AEE9956382,26/6/2019 15:57,AO16,YL27IFD65117,2.0,26/6/2019 
AAJ1512507,26/6/2019 17:02,GF00,MA30QLI76818,2.5,26/6/2019 
ZVT9212780,26/6/2019 18:13,GF00,XF28DGK65250,2.0,26/6/2019 
XKA5746524,26/6/2019 18:19,MR07,HE38BQH01623,2.8,26/6/2019 
QZJ8885725,26/6/2019 19:48,AO07,IX01MVL33676,2.8,26/6/2019 
WYY6305226,26/6/2019 20:02,NE09,VL67TFO75321,2.2,26/6/2019 
BEP2673091,26/6/2019 20:24,EG11,EC02LZC49528,2.8,26/6/2019 
IQU2561260,26/6/2019 20:32,EG00,LM86GYO69819,2.5,26/6/2019 
LSO6723256,26/6/2019 20:32,MR07,HA82SCK64299,1.5,26/6/2019 
RTY4727342,26/6/2019 20:35,MR04,BI87HYL81972,1.0,26/6/2019 
OCP5168446,26/6/2019 20:58,AO02,DV04FQL29609,3.1,26/6/2019 
BKK7292357,26/6/2019 21:14,GF00,CK97FAU13897,2.5,26/6/2019 
QDW5204550,26/6/2019 21:51,MR08,UA13YTK28483,2.8,26/6/2019 
IGE1143104,26/6/2019 22:58,KO05,RV87TIY76692,2.5,26/6/2019 
NQZ5717078,26/6/2019 23:41,GF00,KW50MJG67260,2.2,26/6/2019 
