passID,timestamp,stationRef,vehicleRef,charge,date
EEY3137922,12/6/2020 00:35,GF00,PF04UCA93312,3.1,12/6/2020 
WVV8628759,12/6/2020 01:31,AO03,DP11ENT03275,3.1,12/6/2020 
YPZ5344904,12/6/2020 01:54,EG03,TE24LCO18661,1.25,12/6/2020 
ONL3767391,12/6/2020 03:48,NE03,IA29IQS63679,1.0,12/6/2020 
BLP1671870,12/6/2020 05:23,OO05,XV40HUQ04740,1.0,12/6/2020 
DAQ6704218,12/6/2020 08:04,GF00,MA30QLI76818,2.5,12/6/2020 
WLT3037652,12/6/2020 10:41,GF00,WU78BMX13511,1.0,12/6/2020 
DKY6192407,12/6/2020 11:11,GF00,QN12NTR81378,2.8,12/6/2020 
PFR1796318,12/6/2020 12:05,OO12,AT19HLV57173,2.8,12/6/2020 
DRN7378510,12/6/2020 12:07,EG05,EC02LZC49528,2.8,12/6/2020 
DVN5957376,12/6/2020 12:24,AO13,CP56DAO45598,2.8,12/6/2020 
OMK3470787,12/6/2020 13:14,KO08,IX01MVL33676,2.5,12/6/2020 
XAJ8279332,12/6/2020 14:30,NE13,JV67MTI17124,2.5,12/6/2020 
XMV5732070,12/6/2020 15:13,OO08,QX75YWC61835,2.5,12/6/2020 
IAS6213823,12/6/2020 17:28,GF00,YX66XYW62640,3.1,12/6/2020 
MAV2640323,12/6/2020 18:00,MR03,QH15HWX24570,3.1,12/6/2020 
MRY0959368,12/6/2020 18:35,NE13,PM58XHX45588,1.5,12/6/2020 
JND7181584,12/6/2020 18:38,OO05,JF94VYA88954,2.8,12/6/2020 
ZJG8184103,12/6/2020 18:58,MR07,HE38BQH01623,2.8,12/6/2020 
CKF6919237,12/6/2020 20:10,MR07,BI87HYL81972,1.0,12/6/2020 
PCA8020555,12/6/2020 20:43,OO10,VJ92OYV94295,1.5,12/6/2020 
HWF7719973,12/6/2020 21:12,EG10,RR73DWB65452,2.5,12/6/2020 
BOU0358571,12/6/2020 22:04,GF00,MA30QLI76818,2.5,12/6/2020 
FVL1769750,12/6/2020 22:26,AO13,RR73DWB65452,2.8,12/6/2020 
BJV0989122,12/6/2020 22:44,AO10,OC94ASJ72024,1.0,12/6/2020 
COK4800046,12/6/2020 23:43,AO13,PE73VJU23485,2.8,12/6/2020 
FGQ6100013,12/6/2020 23:55,KO05,FL13UMN92207,1.0,12/6/2020 
