passID,timestamp,stationRef,vehicleRef,charge,date
EFF1237417,23/10/2019 00:01,NE00,OY94SZK34436,2.5,23/10/2019 
WOZ4823038,23/10/2019 01:25,MR01,UA13YTK28483,2.8,23/10/2019 
VBU1277346,23/10/2019 01:48,AO07,DP11ENT03275,3.1,23/10/2019 
XVJ3881849,23/10/2019 01:51,AO16,DV04FQL29609,3.1,23/10/2019 
EOO1130000,23/10/2019 02:05,AO17,PE73VJU23485,2.8,23/10/2019 
ZSU7625825,23/10/2019 02:16,AO15,FL13UMN92207,2.8,23/10/2019 
FSF3373097,23/10/2019 02:38,OO07,WG11QVY31890,1.0,23/10/2019 
ABA5534914,23/10/2019 02:39,KO06,RV87TIY76692,2.5,23/10/2019 
QVI1870970,23/10/2019 02:48,AO16,HT62RDI04611,2.8,23/10/2019 
USO7278698,23/10/2019 04:26,EG05,DW44ZOO26361,2.5,23/10/2019 
KHB1662960,23/10/2019 04:39,AO16,BZ76ROL87339,1.0,23/10/2019 
YCW8267167,23/10/2019 05:15,EG12,DV04FQL29609,1.25,23/10/2019 
RCE6800332,23/10/2019 06:36,MR03,UA13YTK28483,2.8,23/10/2019 
RLI1319365,23/10/2019 07:14,NE15,QX75YWC61835,2.8,23/10/2019 
SOH3318235,23/10/2019 07:19,EG08,MU06LHX94338,1.5,23/10/2019 
MQU9076653,23/10/2019 07:19,MR06,VL67TFO75321,1.5,23/10/2019 
WRM8345735,23/10/2019 07:34,MR05,QH15HWX24570,3.1,23/10/2019 
NGB5719272,23/10/2019 07:39,AO07,WG11QVY31890,2.8,23/10/2019 
DTX1291947,23/10/2019 08:15,OO10,EE22TMX10817,2.0,23/10/2019 
LLO7004910,23/10/2019 09:25,GF00,IO09FGE68100,2.8,23/10/2019 
VLA4072032,23/10/2019 12:14,GF00,XF28DGK65250,2.0,23/10/2019 
RKX8549565,23/10/2019 14:01,NE14,NO82BAX82566,3.1,23/10/2019 
VMH1057635,23/10/2019 14:13,AO02,LG64ARC91224,2.8,23/10/2019 
JWZ2664409,23/10/2019 16:40,KO05,KB55KTM48860,2.5,23/10/2019 
QDV7447985,23/10/2019 18:12,EG06,TV81MAQ99005,2.8,23/10/2019 
COM1499113,23/10/2019 18:57,NE16,UA13YTK28483,2.2,23/10/2019 
BRF4647224,23/10/2019 19:14,OO05,IC95TLY24827,2.0,23/10/2019 
ROY8938169,23/10/2019 20:41,GF00,CK97FAU13897,2.5,23/10/2019 
FZH6714707,23/10/2019 21:07,MR04,RR98KQE80731,1.25,23/10/2019 
QDA6215443,23/10/2019 22:11,EG10,TV81MAQ99005,2.8,23/10/2019 
YJV6139845,23/10/2019 22:45,EG09,XE59BZM26378,2.5,23/10/2019 
DHQ9817765,23/10/2019 23:21,EG11,DW44ZOO26361,2.5,23/10/2019 
