passID,timestamp,stationRef,vehicleRef,charge,date
DUF9952271,18/3/2020 00:06,EG07,IN99SEN20660,2.8,18/3/2020 
ZPA2856972,18/3/2020 00:13,AO15,EN26OAB52983,2.8,18/3/2020 
CCZ1670390,18/3/2020 01:33,NE16,PM58XHX45588,1.5,18/3/2020 
EAE0516100,18/3/2020 02:13,MR04,UA13YTK28483,2.8,18/3/2020 
NMO1381913,18/3/2020 03:46,MR02,RR98KQE80731,1.25,18/3/2020 
DHS2285004,18/3/2020 03:54,MR00,BI87HYL81972,1.0,18/3/2020 
RPO9380810,18/3/2020 04:35,GF00,UF84JOS00561,2.8,18/3/2020 
AKB6374460,18/3/2020 04:46,OO07,LC72NRN52084,3.1,18/3/2020 
YTU4552557,18/3/2020 06:49,EG12,XE59BZM26378,2.5,18/3/2020 
UEY6927293,18/3/2020 06:53,AO10,MA30QLI76818,2.8,18/3/2020 
TMX6518224,18/3/2020 07:12,AO02,RR73DWB65452,2.8,18/3/2020 
QBG7794065,18/3/2020 10:50,OO04,TE24LCO18661,1.25,18/3/2020 
CVO9512554,18/3/2020 10:51,MR04,QN23UHH39091,2.8,18/3/2020 
LRP7910994,18/3/2020 12:22,AO04,BM25PHF40639,13.0,18/3/2020 
CXZ9408529,18/3/2020 13:56,AO12,BM25PHF40639,13.0,18/3/2020 
FLQ4822600,18/3/2020 14:09,GF00,YX66XYW62640,3.1,18/3/2020 
BVB5554626,18/3/2020 16:11,AO04,HT62RDI04611,2.8,18/3/2020 
SDJ4630774,18/3/2020 16:16,MR00,IZ65WAT29135,2.0,18/3/2020 
ZHX6977113,18/3/2020 17:51,EG03,MU06LHX94338,1.5,18/3/2020 
XPJ2450924,18/3/2020 19:44,NE11,JF94VYA88954,2.8,18/3/2020 
WNQ2805910,18/3/2020 21:50,EG12,BK77KNV91142,3.1,18/3/2020 
GNG6220890,18/3/2020 22:14,MR08,KF48RSD79865,2.8,18/3/2020 
SRY2621541,18/3/2020 22:16,AO15,MX39VOS38645,2.8,18/3/2020 
INO5818214,18/3/2020 23:10,KO08,ZY93PCY41868,1.5,18/3/2020 
