passID,timestamp,stationRef,vehicleRef,charge,date
DNK7047013,27/10/2020 00:35,OO02,RK48BOP88344,2.8,27/10/2020 
TQB2278691,27/10/2020 00:50,OO12,AT19HLV57173,2.8,27/10/2020 
TKV2590470,27/10/2020 01:07,EG08,EC02LZC49528,2.8,27/10/2020 
FRI5986292,27/10/2020 01:41,NE12,KF48RSD79865,2.0,27/10/2020 
ATE7111207,27/10/2020 01:55,EG06,JD78PQD35395,1.0,27/10/2020 
OUB6225006,27/10/2020 02:11,AO05,LG64ARC91224,13.0,27/10/2020 
RJO5165451,27/10/2020 02:50,NE14,QP02SYE47964,2.8,27/10/2020 
FXL7861758,27/10/2020 03:06,GF00,IO09FGE68100,2.8,27/10/2020 
TLW9528764,27/10/2020 03:32,MR04,RR98KQE80731,1.25,27/10/2020 
UWX4163668,27/10/2020 06:13,KO05,KB55KTM48860,2.5,27/10/2020 
KVP6226092,27/10/2020 06:36,AO02,HT62RDI04611,2.8,27/10/2020 
GPB2873805,27/10/2020 06:36,KO04,QW79CHL42244,2.8,27/10/2020 
LGY3250395,27/10/2020 06:50,OO13,QX75YWC61835,2.5,27/10/2020 
YZS2225765,27/10/2020 07:36,MR05,HE38BQH01623,2.8,27/10/2020 
CUT3541027,27/10/2020 08:10,OO13,IC95TLY24827,2.0,27/10/2020 
DIE5210204,27/10/2020 09:44,GF00,QN12NTR81378,2.8,27/10/2020 
WMD8648573,27/10/2020 09:51,OO01,IC95TLY24827,2.0,27/10/2020 
YZN7899702,27/10/2020 10:43,OO00,WG11QVY31890,1.0,27/10/2020 
WPH0513115,27/10/2020 11:10,KO06,RV87TIY76692,2.5,27/10/2020 
ICL2719533,27/10/2020 12:06,EG09,VL67TFO75321,13.0,27/10/2020 
JVD7464715,27/10/2020 12:17,EG07,VL67TFO75321,2.8,27/10/2020 
CNU8621757,27/10/2020 13:51,KO03,JO50FSF60755,2.2,27/10/2020 
IJS9761320,27/10/2020 14:06,GF00,EN26OAB52983,1.25,27/10/2020 
HFS7068958,27/10/2020 14:52,AO06,RR73DWB65452,2.8,27/10/2020 
NOL7099942,27/10/2020 15:01,GF00,JE65QJK64802,2.8,27/10/2020 
SRU9981709,27/10/2020 15:30,NE14,IA29IQS63679,1.0,27/10/2020 
TPE8904699,27/10/2020 15:40,KO01,MQ65WJJ60020,1.25,27/10/2020 
MLO5416543,27/10/2020 15:42,MR02,KF48RSD79865,2.8,27/10/2020 
HIH0813568,27/10/2020 16:35,EG09,EC02LZC49528,2.8,27/10/2020 
COR0608560,27/10/2020 17:38,AO08,DP11ENT03275,3.1,27/10/2020 
GTG2907653,27/10/2020 20:09,EG06,QU94IGC75528,1.25,27/10/2020 
JTG9421450,27/10/2020 21:33,AO05,HT62RDI04611,2.8,27/10/2020 
EIZ2473192,27/10/2020 23:12,OO13,IC95TLY24827,2.0,27/10/2020 
