passID,timestamp,stationRef,vehicleRef,charge,date
NIR5601309,25/8/2021 00:43,NE04,UP28MBM38391,1.0,25/8/2021 
NLN4063617,25/8/2021 03:33,NE11,QO68DIC93032,2.2,25/8/2021 
YSS2282082,25/8/2021 03:36,EG02,AY38OQF67603,2.2,25/8/2021 
UDE3766357,25/8/2021 04:49,KO02,KB55KTM48860,2.5,25/8/2021 
TSJ3064578,25/8/2021 09:16,OO04,VJ92OYV94295,2.5,25/8/2021 
XFO7638879,25/8/2021 09:42,OO02,VJ92OYV94295,2.5,25/8/2021 
TCQ8553591,25/8/2021 10:30,KO04,ZY93PCY41868,1.5,25/8/2021 
HYH6862278,25/8/2021 11:52,AO13,FL13UMN92207,2.8,25/8/2021 
VVH4829634,25/8/2021 12:43,MR00,KF48RSD79865,2.8,25/8/2021 
MAG8227931,25/8/2021 14:10,AO09,CK97FAU13897,2.8,25/8/2021 
TCD8445148,25/8/2021 17:09,GF00,JE65QJK64802,2.8,25/8/2021 
WRY2352045,25/8/2021 18:49,AO09,IW53OQE31439,2.8,25/8/2021 
CGS8946209,25/8/2021 19:02,KO05,JO50FSF60755,2.2,25/8/2021 
RQA9795004,25/8/2021 20:46,GF00,PF04UCA93312,3.1,25/8/2021 
UZN6156938,25/8/2021 21:35,MR01,IZ65WAT29135,2.0,25/8/2021 
ELJ6576325,25/8/2021 21:40,EG04,CR31GMR97972,1.5,25/8/2021 
QSF3645463,25/8/2021 21:55,KO06,IX01MVL33676,2.5,25/8/2021 
PUS7788020,25/8/2021 22:37,MR00,QO68DIC93032,2.5,25/8/2021 
ONS6887014,25/8/2021 23:39,KO06,RV87TIY76692,2.5,25/8/2021 
QPV0031600,25/8/2021 23:50,EG00,XE59BZM26378,2.5,25/8/2021 
