passID,timestamp,stationRef,vehicleRef,charge,date
DRS2028041,5/7/2019 00:51,NE09,OY94SZK34436,2.5,5/7/2019 
GVB7674524,5/7/2019 01:54,EG10,JD78PQD35395,1.0,5/7/2019 
SNS7833333,5/7/2019 02:00,EG06,VL67TFO75321,13.0,5/7/2019 
PYK6604252,5/7/2019 02:29,GF00,SL09NOT64494,2.5,5/7/2019 
PUG5953320,5/7/2019 02:42,MR06,RR98KQE80731,1.25,5/7/2019 
OCX2175324,5/7/2019 03:09,AO08,MA30QLI76818,2.8,5/7/2019 
RLU7226372,5/7/2019 03:21,MR03,HE38BQH01623,2.8,5/7/2019 
ENY5403294,5/7/2019 04:01,KO07,QO77TFN61853,2.2,5/7/2019 
BZS8147550,5/7/2019 04:28,AO01,PE73VJU23485,2.8,5/7/2019 
QKB9488990,5/7/2019 05:45,NE11,MU06LHX94338,1.0,5/7/2019 
OUA4284522,5/7/2019 07:51,OO13,HA82SCK64299,2.0,5/7/2019 
XOM8737981,5/7/2019 07:52,NE03,NZ35XLQ89678,1.5,5/7/2019 
DWM7814283,5/7/2019 08:22,KO08,QO77TFN61853,2.2,5/7/2019 
SXL9986539,5/7/2019 08:49,KO08,ZY93PCY41868,1.5,5/7/2019 
MEQ0496679,5/7/2019 09:06,EG06,EC02LZC49528,2.8,5/7/2019 
CKC6118477,5/7/2019 09:11,EG08,TE24LCO18661,1.25,5/7/2019 
ODW4120651,5/7/2019 09:17,AO14,YL27IFD65117,2.0,5/7/2019 
XJJ7569456,5/7/2019 09:57,AO02,IX01MVL33676,2.8,5/7/2019 
NUY9580900,5/7/2019 10:28,OO04,AY38OQF67603,2.8,5/7/2019 
DNE9668661,5/7/2019 11:50,KO06,FL13UMN92207,1.0,5/7/2019 
WBB9038158,5/7/2019 13:10,MR05,TZ48CCW54765,2.0,5/7/2019 
VXK1949332,5/7/2019 14:41,MR04,HR53SRO94328,13.0,5/7/2019 
EHM6328504,5/7/2019 15:05,GF00,KW50MJG67260,2.2,5/7/2019 
CAY7411484,5/7/2019 15:21,GF00,SL09NOT64494,2.5,5/7/2019 
ZXX4996802,5/7/2019 16:23,KO06,JO50FSF60755,2.2,5/7/2019 
ZIX4627767,5/7/2019 16:46,AO00,SU00RDZ36214,2.8,5/7/2019 
OEV5761630,5/7/2019 16:57,NE08,VX68BAR38623,1.5,5/7/2019 
JCH1954901,5/7/2019 17:21,OO10,XV91YMP27722,1.0,5/7/2019 
RBT6312441,5/7/2019 18:19,NE01,QP02SYE47964,2.8,5/7/2019 
MLH6132862,5/7/2019 19:21,NE02,OY94SZK34436,2.5,5/7/2019 
HUY4469955,5/7/2019 20:57,GF00,MA30QLI76818,2.5,5/7/2019 
LVV9806847,5/7/2019 21:14,KO06,WY00MLL63827,1.0,5/7/2019 
XWN8436713,5/7/2019 22:12,OO11,AT19HLV57173,2.8,5/7/2019 
BED7361111,5/7/2019 22:14,AO00,RR73DWB65452,2.8,5/7/2019 
CBF5909857,5/7/2019 22:44,GF00,PF04UCA93312,3.1,5/7/2019 
OFJ3514280,5/7/2019 23:12,AO15,MX39VOS38645,2.8,5/7/2019 
MHG1503291,5/7/2019 23:14,KO02,UF84JOS00561,1.25,5/7/2019 
MKF2815784,5/7/2019 23:15,MR08,EZ65FLV39493,2.8,5/7/2019 
PJA0641333,5/7/2019 23:32,OO06,QR03XCJ37459,2.8,5/7/2019 
NKJ0138427,5/7/2019 23:51,NE09,QP02SYE47964,2.8,5/7/2019 
