passID,timestamp,stationRef,vehicleRef,charge,date
MRA8499370,12/9/2021 00:41,AO17,RR73DWB65452,2.8,12/9/2021 
OVW4111733,12/9/2021 03:13,MR05,QO68DIC93032,2.5,12/9/2021 
SWS0856736,12/9/2021 03:47,OO00,AY38OQF67603,2.8,12/9/2021 
HNN5490577,12/9/2021 04:41,KO08,JO50FSF60755,2.2,12/9/2021 
HAA8651484,12/9/2021 04:56,MR00,EZ65FLV39493,2.8,12/9/2021 
VXI3052223,12/9/2021 07:06,OO00,QX75YWC61835,2.5,12/9/2021 
OXA3255243,12/9/2021 07:29,KO01,MQ65WJJ60020,1.25,12/9/2021 
SML9460530,12/9/2021 07:41,NE13,VX68BAR38623,1.5,12/9/2021 
GIK9957935,12/9/2021 07:55,KO06,UO75YNW62238,2.8,12/9/2021 
FFI3597528,12/9/2021 08:14,EG03,EM54HQI58682,2.2,12/9/2021 
HWO9445539,12/9/2021 08:18,MR01,HW75BKT77773,1.5,12/9/2021 
WDH3725059,12/9/2021 08:34,MR02,QO68DIC93032,2.5,12/9/2021 
OHB9917904,12/9/2021 09:17,NE02,QO68DIC93032,2.2,12/9/2021 
KUQ1533898,12/9/2021 09:48,OO08,QW79CHL42244,2.8,12/9/2021 
DLP2625781,12/9/2021 12:07,OO08,JF94VYA88954,2.8,12/9/2021 
NYI3375552,12/9/2021 14:17,KO06,HW75BKT77773,2.2,12/9/2021 
QAD3994421,12/9/2021 14:58,NE06,OY94SZK34436,2.5,12/9/2021 
EZJ7764603,12/9/2021 15:53,NE13,FY47TUN40300,1.0,12/9/2021 
VOI3123092,12/9/2021 16:51,GF00,CK97FAU13897,2.5,12/9/2021 
XBF8763796,12/9/2021 16:58,MR05,ZY93PCY41868,2.2,12/9/2021 
KPQ8728524,12/9/2021 16:59,MR06,UA13YTK28483,2.8,12/9/2021 
BLH5535513,12/9/2021 18:07,OO11,QX75YWC61835,2.5,12/9/2021 
RDN1925839,12/9/2021 18:22,AO07,MX39VOS38645,2.8,12/9/2021 
UGZ4011002,12/9/2021 18:46,NE11,OY94SZK34436,2.8,12/9/2021 
BRE6433396,12/9/2021 19:14,GF00,WU78BMX13511,1.0,12/9/2021 
VNR7423970,12/9/2021 19:47,OO09,QR03XCJ37459,2.8,12/9/2021 
EWF9631603,12/9/2021 20:24,MR01,EZ65FLV39493,2.8,12/9/2021 
WJP9465045,12/9/2021 21:10,GF00,PF04UCA93312,3.1,12/9/2021 
FQG3115363,12/9/2021 21:24,OO08,VJ92OYV94295,2.5,12/9/2021 
YVJ5534917,12/9/2021 22:09,KO05,FL13UMN92207,1.0,12/9/2021 
UEK1303685,12/9/2021 22:15,MR04,UA13YTK28483,2.8,12/9/2021 
LTM4303094,12/9/2021 22:32,AO08,DP11ENT03275,3.1,12/9/2021 
