passID,timestamp,stationRef,vehicleRef,charge,date
MBJ4543379,20/8/2019 01:13,KO06,RV87TIY76692,2.5,20/8/2019 
OWP9256240,20/8/2019 01:23,OO06,QR03XCJ37459,2.8,20/8/2019 
BXC4046850,20/8/2019 01:58,KO01,EC02LZC49528,1.5,20/8/2019 
ILO4165576,20/8/2019 02:55,EG01,TE24LCO18661,1.25,20/8/2019 
LCR1074786,20/8/2019 03:31,GF00,BY85QGR11636,2.5,20/8/2019 
ACK7010490,20/8/2019 04:15,AO02,LG64ARC91224,13.0,20/8/2019 
JHM4582867,20/8/2019 04:34,EG03,TZ48CCW54765,3.1,20/8/2019 
QHN9466156,20/8/2019 05:32,MR00,QO68DIC93032,2.5,20/8/2019 
XNC1670616,20/8/2019 06:33,AO14,OC94ASJ72024,1.0,20/8/2019 
XXK5032587,20/8/2019 06:43,NE05,NZ35XLQ89678,1.5,20/8/2019 
LWE4630738,20/8/2019 07:14,GF00,JE65QJK64802,2.8,20/8/2019 
MBB2376568,20/8/2019 08:14,OO01,CP56DAO45598,1.25,20/8/2019 
XSA7274997,20/8/2019 09:55,NE10,QH15HWX24570,2.2,20/8/2019 
VSY8505078,20/8/2019 10:30,AO11,LG64ARC91224,13.0,20/8/2019 
VFR1830493,20/8/2019 10:49,KO05,FL13UMN92207,1.0,20/8/2019 
DZI0539622,20/8/2019 11:04,EG12,EZ65FLV39493,1.5,20/8/2019 
TIN9825828,20/8/2019 11:35,OO01,EE22TMX10817,2.0,20/8/2019 
OFQ7366341,20/8/2019 12:09,NE07,CK97FAU13897,1.25,20/8/2019 
IKX3366417,20/8/2019 12:37,AO07,HT62RDI04611,2.8,20/8/2019 
RWR0396457,20/8/2019 13:25,AO06,MX39VOS38645,2.8,20/8/2019 
YGJ3566289,20/8/2019 13:47,GF00,QN12NTR81378,2.8,20/8/2019 
PCD0000155,20/8/2019 15:22,OO03,EM54HQI58682,2.8,20/8/2019 
HVJ7175191,20/8/2019 15:59,EG06,XE59BZM26378,2.5,20/8/2019 
LGQ5211192,20/8/2019 16:51,AO15,BM25PHF40639,13.0,20/8/2019 
XKW4588419,20/8/2019 17:20,KO01,RK48BOP88344,1.0,20/8/2019 
DCE0397786,20/8/2019 17:51,EG09,UA13YTK28483,1.25,20/8/2019 
OXX5586378,20/8/2019 17:58,GF00,PF04UCA93312,3.1,20/8/2019 
MZR0112261,20/8/2019 20:32,EG03,MU06LHX94338,1.5,20/8/2019 
PMB7062970,20/8/2019 21:05,AO03,PE73VJU23485,2.8,20/8/2019 
DBT4594784,20/8/2019 22:26,NE04,FY47TUN40300,1.0,20/8/2019 
FBG9952876,20/8/2019 23:33,OO09,BK77KNV91142,2.8,20/8/2019 
