passID,timestamp,stationRef,vehicleRef,charge,date
VMN2624753,18/11/2019 00:58,MR06,MP14WFM40909,2.0,18/11/2019 
BUR5519158,18/11/2019 01:09,KO04,WY00MLL63827,1.0,18/11/2019 
NSA8059810,18/11/2019 01:20,NE10,NO82BAX82566,3.1,18/11/2019 
AFW2606149,18/11/2019 01:41,EG03,XE59BZM26378,2.5,18/11/2019 
BQC4074044,18/11/2019 01:43,GF00,JE65QJK64802,2.8,18/11/2019 
QVM3783229,18/11/2019 02:14,AO08,TV81MAQ99005,2.8,18/11/2019 
ZRK6271982,18/11/2019 02:31,EG00,CR31GMR97972,1.5,18/11/2019 
QIS8403760,18/11/2019 02:37,GF00,UF84JOS00561,2.8,18/11/2019 
AMZ7311906,18/11/2019 02:50,MR05,QO68DIC93032,2.2,18/11/2019 
RIZ7825405,18/11/2019 03:02,KO08,UO75YNW62238,2.8,18/11/2019 
CUQ8389189,18/11/2019 04:36,NE10,PD45WOT56494,2.0,18/11/2019 
BLY0153574,18/11/2019 04:37,AO18,EN26OAB52983,2.8,18/11/2019 
MXO3882902,18/11/2019 04:50,OO07,QX75YWC61835,2.5,18/11/2019 
NBL3662855,18/11/2019 05:40,AO15,DP11ENT03275,3.1,18/11/2019 
VVW8856759,18/11/2019 05:52,OO08,JE65QJK64802,1.25,18/11/2019 
DLN0385135,18/11/2019 06:48,EG06,XE59BZM26378,2.5,18/11/2019 
LZP4915871,18/11/2019 07:06,EG00,TE24LCO18661,1.25,18/11/2019 
DUP6128949,18/11/2019 07:12,KO00,KB55KTM48860,2.5,18/11/2019 
PGB4075203,18/11/2019 07:32,KO02,IX01MVL33676,2.5,18/11/2019 
DPG0415676,18/11/2019 08:13,EG10,EC02LZC49528,2.8,18/11/2019 
OOO3878215,18/11/2019 08:39,OO10,EE22TMX10817,2.0,18/11/2019 
IQQ0702920,18/11/2019 08:56,NE00,EN26OAB52983,2.0,18/11/2019 
LVV5153632,18/11/2019 11:27,GF00,PF04UCA93312,3.1,18/11/2019 
CQN6257678,18/11/2019 12:14,GF00,MA30QLI76818,2.5,18/11/2019 
ADI6124326,18/11/2019 13:12,EG04,TE24LCO18661,1.25,18/11/2019 
OXB4605666,18/11/2019 13:45,NE09,NZ35XLQ89678,1.5,18/11/2019 
FJJ0180346,18/11/2019 14:37,OO03,RK48BOP88344,2.8,18/11/2019 
BZG8864133,18/11/2019 15:42,NE06,PD45WOT56494,2.0,18/11/2019 
VAY8312457,18/11/2019 16:03,OO03,XV40HUQ04740,1.0,18/11/2019 
JZC4013543,18/11/2019 16:07,MR06,HR53SRO94328,13.0,18/11/2019 
DAU0294495,18/11/2019 17:38,EG11,TE24LCO18661,1.25,18/11/2019 
NYW0031673,18/11/2019 18:41,KO04,LC72NRN52084,2.0,18/11/2019 
SNA8987541,18/11/2019 20:26,GF00,PF04UCA93312,3.1,18/11/2019 
YXD1605826,18/11/2019 20:34,NE15,HT62RDI04611,2.5,18/11/2019 
RBR1908529,18/11/2019 20:58,EG04,EG95RTB75032,2.2,18/11/2019 
MZC6607461,18/11/2019 21:25,OO12,RK48BOP88344,2.8,18/11/2019 
KIB9366678,18/11/2019 22:39,OO06,RK48BOP88344,2.8,18/11/2019 
AFO4601536,18/11/2019 23:23,GF00,WU78BMX13511,1.0,18/11/2019 
KZO7749387,18/11/2019 23:46,GF00,BY85QGR11636,2.5,18/11/2019 
