passID,timestamp,stationRef,vehicleRef,charge,date
BUD7691503,14/5/2019 00:13,KO00,RV87TIY76692,2.5,14/5/2019 
FAP7516870,14/5/2019 00:24,MR02,UA13YTK28483,2.8,14/5/2019 
EWX0917307,14/5/2019 01:39,GF00,WU78BMX13511,1.0,14/5/2019 
STS2828688,14/5/2019 02:03,NE12,FY47TUN40300,1.0,14/5/2019 
JKK4052671,14/5/2019 02:04,MR08,QH15HWX24570,3.1,14/5/2019 
YBG8834631,14/5/2019 02:23,KO05,WY00MLL63827,1.0,14/5/2019 
VVC7273680,14/5/2019 02:45,GF00,UF84JOS00561,2.8,14/5/2019 
DBV0555949,14/5/2019 03:28,AO16,HT62RDI04611,2.8,14/5/2019 
RPZ9759510,14/5/2019 03:44,KO09,KB55KTM48860,2.5,14/5/2019 
QQY3191370,14/5/2019 05:00,MR07,IZ65WAT29135,2.0,14/5/2019 
YJT9133299,14/5/2019 05:04,OO03,AY38OQF67603,2.8,14/5/2019 
ZBF4562139,14/5/2019 05:17,NE11,OY94SZK34436,2.5,14/5/2019 
FJX9765703,14/5/2019 05:27,KO04,QO77TFN61853,2.2,14/5/2019 
ZFJ7454239,14/5/2019 05:51,NE16,VJ92OYV94295,2.5,14/5/2019 
GHE9401665,14/5/2019 06:40,AO01,YL27IFD65117,2.0,14/5/2019 
SUG5179240,14/5/2019 06:41,EG11,TE24LCO18661,1.25,14/5/2019 
BGM1453081,14/5/2019 07:09,KO09,WY00MLL63827,1.0,14/5/2019 
YSX2948088,14/5/2019 07:29,OO13,XV40HUQ04740,1.0,14/5/2019 
MZD6545662,14/5/2019 08:30,NE15,JV67MTI17124,2.5,14/5/2019 
OQM7867970,14/5/2019 08:34,KO03,ED51EWW52190,2.8,14/5/2019 
KGL5426046,14/5/2019 08:36,MR05,UA13YTK28483,2.8,14/5/2019 
NDG7244174,14/5/2019 09:54,OO08,XV40HUQ04740,1.0,14/5/2019 
ZNB5761120,14/5/2019 10:12,OO09,EC02LZC49528,2.0,14/5/2019 
VGE0440710,14/5/2019 10:57,GF00,SL09NOT64494,2.5,14/5/2019 
CZV5290778,14/5/2019 11:01,OO04,AY38OQF67603,2.8,14/5/2019 
MJQ0602629,14/5/2019 12:29,EG10,TZ48CCW54765,3.1,14/5/2019 
PRW4385830,14/5/2019 13:00,AO00,BZ76ROL87339,1.0,14/5/2019 
TKU4756777,14/5/2019 13:10,OO03,VJ92OYV94295,2.5,14/5/2019 
PBW6399281,14/5/2019 13:29,EG05,VJ92OYV94295,2.2,14/5/2019 
XHH7271958,14/5/2019 14:32,EG02,CR31GMR97972,1.5,14/5/2019 
JHO9757911,14/5/2019 14:32,AO05,VJ92OYV94295,2.8,14/5/2019 
YNH6714185,14/5/2019 14:52,AO10,RR73DWB65452,2.8,14/5/2019 
MIG0256696,14/5/2019 16:52,GF00,JE65QJK64802,2.8,14/5/2019 
FFJ6598428,14/5/2019 17:00,MR01,KF48RSD79865,2.8,14/5/2019 
YFC2957788,14/5/2019 17:30,EG11,TE24LCO18661,1.25,14/5/2019 
BPS0238016,14/5/2019 17:44,NE10,KF48RSD79865,2.2,14/5/2019 
NYH6666265,14/5/2019 18:30,NE11,IA29IQS63679,1.0,14/5/2019 
IYK9092104,14/5/2019 18:41,EG09,TE24LCO18661,1.25,14/5/2019 
BOH7266862,14/5/2019 19:21,OO05,AY38OQF67603,2.8,14/5/2019 
GMS7273760,14/5/2019 21:09,AO08,MX39VOS38645,2.8,14/5/2019 
SLO4220669,14/5/2019 22:23,OO13,BZ76ROL87339,3.1,14/5/2019 
AIZ3709005,14/5/2019 22:47,KO08,KB55KTM48860,2.5,14/5/2019 
SHL8958623,14/5/2019 22:50,NE12,IA29IQS63679,1.0,14/5/2019 
BGD9233600,14/5/2019 23:39,OO07,LC72NRN52084,3.1,14/5/2019 
