passID,timestamp,stationRef,vehicleRef,charge,date
HXO2805274,20/5/2020 00:26,AO14,BZ76ROL87339,1.0,20/5/2020 
NXV8232340,20/5/2020 01:09,KO09,UO75YNW62238,2.8,20/5/2020 
PRN8279017,20/5/2020 01:39,NE06,NY14GZR94632,2.5,20/5/2020 
TRX7177584,20/5/2020 02:37,MR08,QO68DIC93032,2.5,20/5/2020 
DPF0422622,20/5/2020 02:55,GF00,EN26OAB52983,1.25,20/5/2020 
FUI1704976,20/5/2020 04:03,OO03,JF94VYA88954,2.8,20/5/2020 
QJY1421020,20/5/2020 05:36,OO07,LC72NRN52084,3.1,20/5/2020 
CMY4499101,20/5/2020 06:03,KO08,UO75YNW62238,2.8,20/5/2020 
PES7631269,20/5/2020 06:12,NE12,PM58XHX45588,1.5,20/5/2020 
YSN4905985,20/5/2020 07:48,MR03,HT62RDI04611,2.8,20/5/2020 
AZL9302122,20/5/2020 07:53,NE04,IA29IQS63679,1.0,20/5/2020 
XVA3654637,20/5/2020 08:46,OO12,SL09NOT64494,1.5,20/5/2020 
LAD3879513,20/5/2020 08:53,NE04,FY47TUN40300,1.0,20/5/2020 
JEP4936461,20/5/2020 09:45,NE08,UP28MBM38391,1.0,20/5/2020 
NFD2832992,20/5/2020 11:13,GF00,WU78BMX13511,1.0,20/5/2020 
NHW2505726,20/5/2020 16:38,MR00,QO68DIC93032,2.5,20/5/2020 
LFG6606250,20/5/2020 17:33,AO11,RR73DWB65452,2.8,20/5/2020 
TSB7006428,20/5/2020 17:42,OO00,EM54HQI58682,2.8,20/5/2020 
BAR8131267,20/5/2020 18:06,NE02,EV77EDV52985,1.0,20/5/2020 
HOK2158035,20/5/2020 18:21,GF00,XF28DGK65250,2.0,20/5/2020 
BYO0307573,20/5/2020 19:18,EG08,DW44ZOO26361,2.5,20/5/2020 
EKX3505515,20/5/2020 19:41,MR00,XV91YMP27722,2.5,20/5/2020 
IOM4689711,20/5/2020 20:13,OO09,BK77KNV91142,2.8,20/5/2020 
EDX9788401,20/5/2020 20:52,MR07,HE38BQH01623,2.8,20/5/2020 
RBD3510559,20/5/2020 20:58,NE03,XV40HUQ04740,2.8,20/5/2020 
CLB7970865,20/5/2020 21:49,MR07,QO68DIC93032,2.5,20/5/2020 
TRM4327927,20/5/2020 22:12,EG10,TZ48CCW54765,3.1,20/5/2020 
HGE2233052,20/5/2020 22:55,EG00,UO75YNW62238,2.5,20/5/2020 
IHQ9239184,20/5/2020 23:37,OO03,VJ92OYV94295,2.5,20/5/2020 
