passID,timestamp,stationRef,vehicleRef,charge,date
EOM0424964,29/7/2020 00:19,NE15,FY47TUN40300,1.0,29/7/2020 
VNP9728113,29/7/2020 00:38,NE16,IA29IQS63679,1.0,29/7/2020 
XOY1124491,29/7/2020 02:10,NE03,QP02SYE47964,2.8,29/7/2020 
EMM6555433,29/7/2020 02:37,KO02,KB55KTM48860,2.5,29/7/2020 
EWC3284545,29/7/2020 03:46,MR00,UA13YTK28483,2.8,29/7/2020 
LPM3510721,29/7/2020 04:08,AO04,MX39VOS38645,2.8,29/7/2020 
WRV1002934,29/7/2020 04:18,GF00,PF04UCA93312,3.1,29/7/2020 
DNU2963847,29/7/2020 04:27,AO12,HT62RDI04611,2.8,29/7/2020 
SND0679923,29/7/2020 04:48,OO11,QR03XCJ37459,2.8,29/7/2020 
VRS9480047,29/7/2020 05:26,OO11,QH15HWX24570,1.0,29/7/2020 
QNH5163698,29/7/2020 06:19,GF00,WU78BMX13511,1.0,29/7/2020 
TPY3460310,29/7/2020 07:51,EG02,IW53OQE31439,2.8,29/7/2020 
GHA3968450,29/7/2020 08:05,AO07,RR73DWB65452,2.8,29/7/2020 
EIX6443790,29/7/2020 08:27,OO11,AT19HLV57173,2.8,29/7/2020 
AVR5544397,29/7/2020 09:02,EG06,CM15YCB60994,2.0,29/7/2020 
SKS9927116,29/7/2020 09:49,KO01,IX01MVL33676,2.5,29/7/2020 
SRW6266790,29/7/2020 10:01,OO12,AT19HLV57173,2.8,29/7/2020 
IEQ0195168,29/7/2020 10:41,EG04,UF84JOS00561,1.0,29/7/2020 
TND1837153,29/7/2020 10:45,EG08,DW44ZOO26361,2.5,29/7/2020 
DVK5355663,29/7/2020 10:47,OO05,NY14GZR94632,2.0,29/7/2020 
YUI3282362,29/7/2020 11:10,AO02,BM25PHF40639,13.0,29/7/2020 
CQT3563697,29/7/2020 12:20,MR04,HE38BQH01623,2.8,29/7/2020 
OHD4803834,29/7/2020 12:59,GF00,UF84JOS00561,2.8,29/7/2020 
YNE9579026,29/7/2020 13:14,NE14,ED51EWW52190,1.25,29/7/2020 
IGJ0947524,29/7/2020 13:47,AO05,MX39VOS38645,2.8,29/7/2020 
PPH3871601,29/7/2020 13:48,OO06,JF94VYA88954,2.8,29/7/2020 
KEZ8585388,29/7/2020 14:23,GF00,KW50MJG67260,2.2,29/7/2020 
QOS5103911,29/7/2020 15:07,AO10,OC94ASJ72024,1.0,29/7/2020 
PVG3429199,29/7/2020 15:09,KO01,HW75BKT77773,2.2,29/7/2020 
MHT8855249,29/7/2020 15:12,MR05,QO68DIC93032,2.5,29/7/2020 
ZSN0756349,29/7/2020 15:40,AO01,MX39VOS38645,2.8,29/7/2020 
UUG5608713,29/7/2020 16:25,KO01,UO75YNW62238,2.8,29/7/2020 
RPD9929320,29/7/2020 16:36,GF00,SL09NOT64494,2.5,29/7/2020 
IMW4484170,29/7/2020 16:41,NE13,NZ35XLQ89678,1.5,29/7/2020 
NZG3309569,29/7/2020 16:50,GF00,CK97FAU13897,2.5,29/7/2020 
WKF4770214,29/7/2020 16:51,NE13,CR31GMR97972,2.2,29/7/2020 
KMW4054299,29/7/2020 17:11,AO11,DV04FQL29609,3.1,29/7/2020 
YCQ9547035,29/7/2020 17:31,MR00,EZ65FLV39493,2.8,29/7/2020 
VSW4325618,29/7/2020 18:14,MR06,QN23UHH39091,2.8,29/7/2020 
XLT8927440,29/7/2020 18:56,AO19,PD45WOT56494,2.8,29/7/2020 
KSF3539384,29/7/2020 19:58,EG12,CR31GMR97972,1.5,29/7/2020 
KZG6381088,29/7/2020 22:27,KO00,FL13UMN92207,1.0,29/7/2020 
SVR4336086,29/7/2020 22:44,OO09,QN12NTR81378,1.0,29/7/2020 
RMW0022533,29/7/2020 23:14,NE04,OY94SZK34436,2.5,29/7/2020 
CYV7836861,29/7/2020 23:24,KO01,QO68DIC93032,2.8,29/7/2020 
XEW0086319,29/7/2020 23:27,OO11,QR03XCJ37459,2.8,29/7/2020 
CGE2430090,29/7/2020 23:40,EG08,MA30QLI76818,2.5,29/7/2020 
SZJ9364996,29/7/2020 23:44,EG09,IN99SEN20660,2.8,29/7/2020 
GJP1982781,29/7/2020 23:54,NE07,PM58XHX45588,1.5,29/7/2020 
