passID,timestamp,stationRef,vehicleRef,charge,date
YJS8552039,31/12/2019 00:34,OO13,RK48BOP88344,2.8,31/12/2019 
NQH8307636,31/12/2019 00:51,EG02,CR31GMR97972,1.5,31/12/2019 
YCI4821543,31/12/2019 01:03,AO14,YL27IFD65117,2.0,31/12/2019 
EWM1508075,31/12/2019 02:23,MR04,LC72NRN52084,2.8,31/12/2019 
JIO2110209,31/12/2019 04:26,NE06,IA29IQS63679,1.0,31/12/2019 
XTF0820914,31/12/2019 05:04,KO09,HW75BKT77773,2.2,31/12/2019 
MPQ2155165,31/12/2019 05:06,KO01,EC02LZC49528,1.25,31/12/2019 
RMQ3376410,31/12/2019 06:35,NE14,MQ65WJJ60020,3.1,31/12/2019 
XDA3876124,31/12/2019 06:53,KO03,MQ65WJJ60020,1.25,31/12/2019 
RXO2459591,31/12/2019 07:28,MR02,KF48RSD79865,2.8,31/12/2019 
CLX1646353,31/12/2019 09:15,AO14,BM25PHF40639,13.0,31/12/2019 
DME5530941,31/12/2019 09:50,NE01,KB55KTM48860,2.8,31/12/2019 
BJU4854758,31/12/2019 10:43,EG03,XE59BZM26378,2.5,31/12/2019 
YYD0491067,31/12/2019 11:23,GF00,CP56DAO45598,2.8,31/12/2019 
EEU4865230,31/12/2019 11:36,AO05,BM25PHF40639,13.0,31/12/2019 
URQ4205721,31/12/2019 11:36,OO03,JF94VYA88954,2.8,31/12/2019 
PJU6854260,31/12/2019 12:03,AO11,PE73VJU23485,2.8,31/12/2019 
EDR6714310,31/12/2019 12:48,MR05,HR53SRO94328,13.0,31/12/2019 
ZLS4768594,31/12/2019 13:24,NE01,HT62RDI04611,1.5,31/12/2019 
XMO6214820,31/12/2019 14:51,AO17,YL27IFD65117,2.0,31/12/2019 
SBE1438708,31/12/2019 14:56,NE10,QP02SYE47964,2.8,31/12/2019 
RFO0770950,31/12/2019 15:20,OO09,AT19HLV57173,2.8,31/12/2019 
CYW4199463,31/12/2019 15:31,GF00,CK97FAU13897,2.5,31/12/2019 
JBG3790372,31/12/2019 15:56,EG05,LC72NRN52084,2.8,31/12/2019 
TFR6377240,31/12/2019 15:58,OO07,AT19HLV57173,2.8,31/12/2019 
LQV4833964,31/12/2019 20:51,GF00,CK97FAU13897,2.5,31/12/2019 
OON6706764,31/12/2019 21:04,KO04,ED51EWW52190,2.8,31/12/2019 
USB4200940,31/12/2019 23:07,AO10,RV87TIY76692,2.8,31/12/2019 
SXI6401751,31/12/2019 23:10,OO03,AY38OQF67603,2.8,31/12/2019 
HDF7344291,31/12/2019 23:39,MR06,QH15HWX24570,3.1,31/12/2019 
